# generated by lexgen from seed/seed.json + domain/model.json — do not edit
# surface	kind	tag	value   (value = lemma for forms, suggestion for rejects, capitalized term for terms, capitalized parent category for member_of)
right	reject_advice	ADJ	the adjective sense ("the right answer") is not enabled; angloform allows one sense per word
right	reject_advice	ADV	the adverbial sense ("turn right", "right here") is not enabled; angloform has no adverb category
right	reject_advice	VERB	the verb sense ("to right a wrong", or "to right a capsized boat") is not enabled; angloform allows one sense per word
right-branching	ban	-	write "branches to the right" as a sentence: "every Sentence Shape puts the head at the front"
rights	form	NOUN_PL	right
robotic	form	ADJ_LONG	robotic
role	form	NOUN_SG	role
roles	form	NOUN_PL	role
roommate	form	NOUN_SG	roommate
roommates	form	NOUN_PL	roommate
round	form	ADJ	round
round	reject_advice	ADV	the adverbial sense (British — "come round", "all year round") is not enabled; angloform has no adverb category
round	reject_advice	NOUN	the noun sense (a round, e.g. of drinks, or a boxing round) is not enabled; angloform allows one sense per word
round	reject_advice	VERB	the verb sense ("to round a number"; "to round a corner") is not enabled; angloform allows one sense per word
rounder	form	ADJ_CMP	round
roundest	form	ADJ_SUP	round
row	form	NOUN_SG	row
row	reject_advice	VERB	the verb sense ("to row a boat") is not enabled; angloform allows one sense per word
rows	form	NOUN_PL	row
rule	form	NOUN_SG	rule
rule	reject_advice	VERB	the verb sense (to rule, as a judge or monarch) is not enabled; angloform allows one sense per word
rules	form	NOUN_PL	rule
run	form	NOUN_SG	run
run	reject_advice	VERB	the verb sense ("to run") is not enabled; angloform allows one sense per word
runs	form	NOUN_PL	run
safe	form	ADJ_LONG	safe
safe	reject_advice	ADV	the adverbial sense ("play it safe") is not enabled; angloform has no adverb category
safe	reject_advice	NOUN	the noun sense (a safe, for storing valuables) is not enabled; angloform allows one sense per word
said	form	VERB_TRANS_ED	say
same	ban	-	"same" has two meanings - for that very thing, repeat the noun with "the" ("the file", not "the same file"); for two things that match, write "identical" ("the copies are identical") (ADR 0023)
sat	form	VERB_INTRANS_ED	sit
saturday	form	NOUN_SG	saturday
saturdays	form	NOUN_PL	saturday
save	form	VERB_TRANS_BASE	save
save	reject_advice	NOUN	the noun sense (a save, e.g. in sports or computing) is not enabled; angloform allows one sense per word
saved	form	VERB_TRANS_ED	save
saves	form	VERB_TRANS_3SG	save
saving	form	VERB_TRANS_ING	save
saw	form	VERB_TRANS_ED	see
say	form	VERB_TRANS_BASE	say
say	reject_advice	ADV	the adverbial/interjection sense ("say, that's a good idea") is not enabled; angloform has no adverb category
say	reject_advice	NOUN	the noun sense ("to have a say") is not enabled; angloform allows one sense per word
saying	form	VERB_TRANS_ING	say
says	form	VERB_TRANS_3SG	say
scale	form	NOUN_SG	scale
scale	reject_advice	VERB	the verb sense ("to scale a wall" or "to scale a business") is not enabled; angloform allows one sense per word
scale word	term	-	Scale Word
scale words	term	-	Scale Words
scales	form	NOUN_PL	scale
scenario	form	NOUN_SG	scenario
scenarioes	form	NOUN_PL	scenario
science	form	NOUN_SG	science
sciences	form	NOUN_PL	science
scientist	form	NOUN_SG	scientist
scientists	form	NOUN_PL	scientist
scope	form	NOUN_SG	scope
scope ambiguities	term	-	Scope Ambiguities
scope ambiguity	term	-	Scope Ambiguity
scopes	form	NOUN_PL	scope
score	form	NOUN_SG	score
score	reject_advice	VERB	the verb sense ("to score a goal") is not enabled; angloform allows one sense per word
scores	form	NOUN_PL	score
script	form	NOUN_SG	script
script	reject	VERB	write
scripts	form	NOUN_PL	script
seam	form	NOUN_SG	seam
seam	reject_advice	VERB	the verb sense (cricket jargon — "to seam the ball") is not enabled; angloform allows one sense per word
seams	form	NOUN_PL	seam
second	form	ORD	second
secondary	form	ADJ_LONG	secondary
secondary	reject_advice	NOUN	the noun sense (American football jargon — "the secondary", the defensive backfield) is not enabled; angloform allows one sense per word
see	form	VERB_TRANS_BASE	see
see	reject_advice	NOUN	the noun sense (ecclesiastical — a bishop's see) is not enabled; angloform allows one sense per word
seed	term	-	Seed
seeds	term	-	Seeds
seeing	form	VERB_TRANS_ING	see
seem	ban	-	epistemic hedges are banned - it is a linking verb here; drop it and use the copula directly, as in "the result is correct" (ADR 0042)
seemed	ban	-	epistemic hedges are banned - it is a linking verb here; drop it and use the copula directly, as in "the result is correct" (ADR 0042)
seems	ban	-	epistemic hedges are banned - it is a linking verb here; drop it and use the copula directly, as in "the result is correct" (ADR 0042)
seen	form	VERB_TRANS_ED	see
sees	form	VERB_TRANS_3SG	see
send	form	VERB_TRANS_BASE	send
send	reject_advice	NOUN	a thing, which moves a system
sending	form	VERB_TRANS_ING	send
sends	form	VERB_TRANS_3SG	send
sense	form	NOUN_SG	sense
sense	reject_advice	VERB	the verb sense ("to sense danger") is not enabled; irrelevant to this domain
senses	form	NOUN_PL	sense
sensor	form	NOUN_SG	sensor
sensors	form	NOUN_PL	sensor
sent	form	VERB_TRANS_ED	send
sentence	form	NOUN_SG	sentence
sentence	reject_advice	VERB	the verb sense ("to sentence a person", a legal ruling) is not enabled; angloform allows one sense per word
sentence shape	term	-	Sentence Shape
sentence shapes	term	-	Sentence Shapes
sentences	form	NOUN_PL	sentence
separate	form	VERB_TRANS_BASE	separate
separate	reject_advice	ADJ	the adjective sense ("a separate issue") is not enabled; angloform allows one sense per word
separate	reject_advice	NOUN	the noun sense (fashion jargon — "separates", clothing items) is not enabled; angloform allows one sense per word
separated	form	VERB_TRANS_ED	separate
separates	form	VERB_TRANS_3SG	separate
separating	form	VERB_TRANS_ING	separate
separator	form	NOUN_SG	separator
separators	form	NOUN_PL	separator
september	form	NOUN_SG	september
septembers	form	NOUN_PL	september
sequence	form	NOUN_SG	sequence
sequence	reject_advice	VERB	the verb sense (biology — "to sequence DNA") is not enabled; angloform allows one sense per word
sequences	form	NOUN_PL	sequence
server	form	NOUN_SG	server
servers	form	NOUN_PL	server
session	form	NOUN_SG	session
sessions	form	NOUN_PL	session
set	form	NOUN_SG	set
set	reject_advice	ADJ	the adjective sense ("a set phrase", "all set") is not enabled; angloform allows one sense per word
set	reject_advice	VERB	the verb sense ("to set a table") is not enabled; angloform allows one sense per word
sets	form	NOUN_PL	set
seven	ban	-	counts are digits: write "3 files", not "three files" (ADR 0022)
shape	form	NOUN_SG	shape
shape	reject_advice	VERB	the verb sense ("to shape an argument") is not enabled; angloform allows one sense per word
shapes	form	NOUN_PL	shape
share	form	NOUN_SG	share
share	reject_advice	VERB	the verb sense ("to share something") is not enabled; angloform allows one sense per word
shareholder	form	NOUN_SG	shareholder
shareholders	form	NOUN_PL	shareholder
shares	form	NOUN_PL	share
sharp	form	ADJ	sharp
sharp	reject_advice	ADV	the adverbial sense ("turn sharp") is not enabled; angloform has no adverb category
sharp	reject_advice	NOUN	a thing, which shows a value
sharp	reject_advice	VERB	the verb sense is rare and not enabled; angloform allows one sense per word
sharper	form	ADJ_CMP	sharp
sharpest	form	ADJ_SUP	sharp
she	ban	-	third-person reference is banned - repeat the noun you mean (ADR 0002)
short	form	ADJ	short
short	reject_advice	ADV	the adverbial sense ("fall short", "stop short") is not enabled; angloform has no adverb category
short	reject_advice	NOUN	the noun sense (a short — a short film, or an electrical short) is not enabled; angloform allows one sense per word
short	reject_advice	VERB	the verb sense (finance jargon — "to short a stock"; electrical "to short a circuit") is not enabled; angloform allows one sense per word
shorter	form	ADJ_CMP	short
shortest	form	ADJ_SUP	short
should	ban	-	"should" is a deferred modal (ADR 0009) - for an obligation write "must"; for advice write a Conditional: "if …, then the writer …"
show	form	VERB_TRANS_BASE	show
show	reject	NOUN	display
showcase	form	NOUN_SG	showcase
showcase	reject_advice	VERB	the verb sense ("to showcase talent") is not enabled; angloform allows one sense per word
showcases	form	NOUN_PL	showcase
showed	form	VERB_TRANS_ED	show
showing	form	VERB_TRANS_ING	show
shown	form	VERB_TRANS_ED	show
shows	form	VERB_TRANS_3SG	show
signal	form	NOUN_SG	signal
signal	reject_advice	ADJ	the adjective sense (formal/literary — "a signal achievement", meaning notable) is not enabled; angloform allows one sense per word
signal	reject_advice	VERB	the verb sense ("to signal a turn") is not enabled; angloform allows one sense per word
signals	form	NOUN_PL	signal
signature	form	NOUN_SG	signature
signatures	form	NOUN_PL	signature
silent	form	ADJ_LONG	silent
silent	reject_advice	NOUN	the noun sense (film jargon — "a silent", a silent film) is not enabled; angloform allows one sense per word
since	ban	-	"since" is causal or temporal - for a cause and its result write "<cause>, so <result>"; for a result and its reason write "<result>, because <reason>" (ADR 0026)
single	form	ADJ_LONG	single
single	reject_advice	NOUN	the noun sense (a single — e.g. a music single, or a one-dollar bill) is not enabled; angloform allows one sense per word
single	reject_advice	VERB	the verb sense ("to single someone out"; baseball "to single") is not enabled; angloform allows one sense per word
singular	form	ADJ_LONG	singular
singular	reject_advice	NOUN	the noun sense (grammar jargon — "the singular", the singular form) is not enabled; angloform allows one sense per word
sister	form	NOUN_SG	sister
sisters	form	NOUN_PL	sister
sit	form	VERB_INTRANS_BASE	sit
sits	form	VERB_INTRANS_3SG	sit
sitting	form	VERB_INTRANS_ING	sit
situation	form	NOUN_SG	situation
situations	form	NOUN_PL	situation
six	ban	-	counts are digits: write "3 files", not "three files" (ADR 0022)
size	form	NOUN_SG	size
size	reject_advice	ADJ	the reference data attests an adjectival use of "size"; no common meaning could be confirmed — not enabled
size	reject_advice	VERB	the verb sense ("to size something up") is not enabled; angloform allows one sense per word
sizes	form	NOUN_PL	size
skies	form	NOUN_PL	sky
skill	form	NOUN_SG	skill
skills	form	NOUN_PL	skill
skip	form	VERB_TRANS_BASE	skip
skip	reject_advice	NOUN	the noun sense (a skip — a jump, or British "a skip", a large trash container) is not enabled; angloform allows one sense per word
skipped	form	VERB_TRANS_ED	skip
skipping	form	VERB_TRANS_ING	skip
skips	form	VERB_TRANS_3SG	skip
sky	form	NOUN_SG	sky
sky	reject_gap	VERB	no already-enabled word covers this sense yet
slot	form	NOUN_SG	slot
slot	reject_advice	VERB	the verb sense ("to slot something into place") is not enabled; angloform allows one sense per word
slots	form	NOUN_PL	slot
small	form	ADJ	small
small	reject_advice	ADV	the adverbial sense ("cut it small") is not enabled; angloform has no adverb category
small	reject_advice	NOUN	a part of a thing, which has a shape
smaller	form	ADJ_CMP	small
smallest	form	ADJ_SUP	small
so	form	RESULT	so
social	form	NOUN_SG	social
social	reject_gap	ADJ	no already-enabled word covers this sense yet
socials	form	NOUN_PL	social
societies	form	NOUN_PL	society
society	form	NOUN_SG	society
sociologies	form	NOUN_PL	sociology
sociology	form	NOUN_SG	sociology
some	form	QUANT_EXIST	some
somewhat	ban	-	epistemic hedges are banned - state the claim directly, or drop the qualifier (ADR 0042)
source	form	NOUN_SG	source
source	reject	VERB	find
sources	form	NOUN_PL	source
span	form	NOUN_SG	span
span	reject_advice	VERB	the verb sense ("the bridge spans the river") is not enabled; angloform allows one sense per word
spans	form	NOUN_PL	span
speaker	form	NOUN_SG	speaker
speakers	form	NOUN_PL	speaker
spelling	form	NOUN_SG	spelling
spellings	form	NOUN_PL	spelling
split	form	VERB_TRANS_BASE	split
split	reject_advice	ADJ	the adjective sense ("a split decision") is not enabled; angloform allows one sense per word
split	reject_advice	NOUN	the noun sense (a split, e.g. a division) is not enabled; angloform allows one sense per word
splits	form	VERB_TRANS_3SG	split
splitting	form	VERB_TRANS_ING	split
spoken	form	ADJ_LONG	spoken
spoken	reject_advice	VERB	"spoken" is the past participle of the verb "speak" (not separately enabled); angloform allows one sense per word
square	form	NOUN_SG	square
square	reject_advice	ADJ	the adjective sense ("a square deal", "a square meal") is not enabled; angloform allows one sense per word
square	reject_advice	ADV	the adverbial sense ("hit it square in the face") is not enabled; angloform has no adverb category
square	reject_advice	VERB	the verb sense ("to square a debt"; math "to square a number") is not enabled; angloform allows one sense per word
squares	form	NOUN_PL	square
stadium	form	NOUN_SG	stadium
stadiums	form	NOUN_PL	stadium
stall	form	VERB_INTRANS_BASE	stall
stall	reject_advice	NOUN	the noun sense (a stall, e.g. a market stall) is not enabled; angloform allows one sense per word
stalled	form	VERB_INTRANS_ED	stall
stalling	form	VERB_INTRANS_ING	stall
stalls	form	VERB_INTRANS_3SG	stall
standard	form	NOUN_SG	standard
standard	reject_advice	ADJ	the adjective sense ("standard procedure") is not enabled; angloform allows one sense per word
standards	form	NOUN_PL	standard
start	form	VERB_TRANS_BASE	start
start	reject	NOUN	beginning
started	form	VERB_TRANS_ED	start
starting	form	VERB_TRANS_ING	start
starts	form	VERB_TRANS_3SG	start
state	form	NOUN_SG	state
state	reject_advice	VERB	the verb sense ("to state a fact") is not enabled; angloform allows one sense per word
statement	form	NOUN_SG	statement
statements	form	NOUN_PL	statement
states	form	NOUN_PL	state
statistic	form	NOUN_SG	statistic
statistics	form	NOUN_PL	statistic
status	form	NOUN_SG	status
statuses	form	NOUN_PL	status
stay	form	VERB_INTRANS_BASE	stay
stay	reject_advice	NOUN	an event, which keeps a person in a place
stayed	form	VERB_INTRANS_ED	stay
staying	form	VERB_INTRANS_ING	stay
stays	form	VERB_INTRANS_3SG	stay
step	form	NOUN_SG	step
step	reject_advice	VERB	the verb sense ("to step forward") is not enabled; angloform allows one sense per word
step block	term	-	Step Block
step blocks	term	-	Step Blocks
steps	form	NOUN_PL	step
still	form	TEMP_ADV	still
stone	form	NOUN_SG	stone
stone	reject_gap	ADJ	no already-enabled word covers this sense yet
stone	reject_gap	ADV	no already-enabled word covers this sense yet
stone	reject_gap	VERB	no already-enabled word covers this sense yet
stones	form	NOUN_PL	stone
stop	form	VERB_TRANS_BASE	stop
stop	reject	NOUN	halt
stopped	form	VERB_TRANS_ED	stop
stopping	form	VERB_TRANS_ING	stop
stops	form	VERB_TRANS_3SG	stop
store	form	VERB_TRANS_BASE	store
store	reject	NOUN	shop
stored	form	VERB_TRANS_ED	store
stores	form	VERB_TRANS_3SG	store
storing	form	VERB_TRANS_ING	store
strict	form	ADJ	strict
stricter	form	ADJ_CMP	strict
strictest	form	ADJ_SUP	strict
string	form	NOUN_SG	string
string	reject_advice	VERB	the verb sense ("to string a guitar" or "to string beads") is not enabled; angloform allows one sense per word
strings	form	NOUN_PL	string
strong	form	ADJ	strong
strong	reject_advice	ADV	the adverbial sense ("going strong", "hold strong") is not enabled; angloform has no adverb category
stronger	form	ADJ_CMP	strong
strongest	form	ADJ_SUP	strong
structural	form	ADJ_LONG	structural
structure	form	NOUN_SG	structure
structure	reject_advice	VERB	the verb sense ("to structure something") is not enabled; angloform allows one sense per word
structure loss	term	-	Structure Loss
structure losses	term	-	Structure Losses
structures	form	NOUN_PL	structure
style	form	NOUN_SG	style
style	reject_advice	VERB	the verb sense ("to style someone's hair") is not enabled; angloform allows one sense per word
styles	form	NOUN_PL	style
subject	form	NOUN_SG	subject
subject	reject_advice	ADJ	the adjective sense ("subject to change") is not enabled; angloform allows one sense per word
subject	reject_advice	ADV	the reference data attests an adverbial use of "subject"; no common meaning could be confirmed — angloform has no adverb category regardless
subject	reject_advice	VERB	the verb sense ("to subject someone to something") is not enabled; angloform allows one sense per word
subjects	form	NOUN_PL	subject
submit	form	VERB_TRANS_BASE	submit
submits	form	VERB_TRANS_3SG	submit
submitted	form	VERB_TRANS_ED	submit
submitting	form	VERB_TRANS_ING	submit
subset	form	NOUN_SG	subset
subsets	form	NOUN_PL	subset
subsystem	form	NOUN_SG	subsystem
subsystems	form	NOUN_PL	subsystem
suffix	form	NOUN_SG	suffix
suffix	reject_advice	VERB	the verb sense (linguistics — "to suffix a letter to a word") is not enabled; angloform allows one sense per word
suffixes	form	NOUN_PL	suffix
suggest	form	VERB_TRANS_BASE	suggest
suggested	form	VERB_TRANS_ED	suggest
suggesting	form	VERB_TRANS_ING	suggest
suggests	form	VERB_TRANS_3SG	suggest
sun	form	NOUN_SG	sun
sun	reject_advice	VERB	the verb sense ("to sun oneself", i.e. to sunbathe) is not enabled; angloform allows one sense per word
sunday	form	NOUN_SG	sunday
sundays	form	NOUN_PL	sunday
suns	form	NOUN_PL	sun
superlative	form	NOUN_SG	superlative
superlative	reject_advice	ADJ	the adjective sense ("superlative skill", meaning excellent) is not enabled; angloform allows one sense per word
superlatives	form	NOUN_PL	superlative
supermarket	form	NOUN_SG	supermarket
supermarkets	form	NOUN_PL	supermarket
supplier	form	NOUN_SG	supplier
suppliers	form	NOUN_PL	supplier
surface form	term	-	Surface Form
surface forms	term	-	Surface Forms
surprise	form	NOUN_SG	surprise
surprise	reject_advice	VERB	the verb sense ("to surprise someone") is not enabled; angloform allows one sense per word
surprises	form	NOUN_PL	surprise
swap	form	NOUN_SG	swap
swap	reject	VERB	replace
swaps	form	NOUN_PL	swap
sweep	form	NOUN_SG	sweep
sweep	reject_advice	VERB	the verb sense ("to sweep the floor") is not enabled; angloform allows one sense per word
sweeps	form	NOUN_PL	sweep
sweet	form	ADJ	sweet
sweet	reject	NOUN	candy
sweet	reject_advice	ADV	the adverbial sense ("talk sweet") is not enabled; angloform has no adverb category
sweeter	form	ADJ_CMP	sweet
sweetest	form	ADJ_SUP	sweet
syllable	form	NOUN_SG	syllable
syllable	reject_advice	VERB	the verb sense (rare — to utter distinctly, syllable by syllable) is not enabled; angloform allows one sense per word
syllables	form	NOUN_PL	syllable
symbol	form	NOUN_SG	symbol
symbol	reject_advice	VERB	the verb sense (rare — to symbolize) is not enabled; angloform allows one sense per word
symbols	form	NOUN_PL	symbol
synonym	form	NOUN_SG	synonym
synonyms	form	NOUN_PL	synonym
syntax	form	NOUN_SG	syntax
syntaxes	form	NOUN_PL	syntax
system	form	NOUN_SG	system
systems	form	NOUN_PL	system
table	form	NOUN_SG	table
table	reject_advice	VERB	the verb sense (to table a motion — propose or postpone, depending on dialect) is not enabled; angloform allows one sense per word
tables	form	NOUN_PL	table
take	form	VERB_TRANS_BASE	take
take	reject_advice	NOUN	the noun sense ("a hot take"; box-office "the take") is not enabled; angloform allows one sense per word
taken	form	VERB_TRANS_ED	take
takes	form	VERB_TRANS_3SG	take
taking	form	VERB_TRANS_ING	take
target	form	NOUN_SG	target
target	reject_advice	VERB	the verb sense ("to target an audience") is not enabled; angloform allows one sense per word
targets	form	NOUN_PL	target
task	form	NOUN_SG	task
task	reject_advice	VERB	the verb sense ("to task someone with a job") is not enabled; angloform allows one sense per word
tasks	form	NOUN_PL	task
taste	form	NOUN_SG	taste
taste	reject_advice	VERB	the verb sense ("to taste food") is not enabled; angloform allows one sense per word
tastes	form	NOUN_PL	taste
team	form	NOUN_SG	team
team	reject_advice	VERB	the verb sense ("to team up") is not enabled; angloform allows one sense per word
teammate	form	NOUN_SG	teammate
teammates	form	NOUN_PL	teammate
teams	form	NOUN_PL	team
technical	form	ADJ_LONG	technical
technical	reject_advice	NOUN	the noun sense (sports jargon — "a technical", i.e. a technical foul) is not enabled; angloform allows one sense per word
tell	form	VERB_TRANS_BASE	tell
tell	reject_advice	NOUN	the noun sense (poker jargon "a tell"; archaeology "a tell", a mound) is not enabled; angloform allows one sense per word
telling	form	VERB_TRANS_ING	tell
tells	form	VERB_TRANS_3SG	tell
template	form	NOUN_SG	template
templates	form	NOUN_PL	template
ten	ban	-	counts are digits: write "3 files", not "three files" (ADR 0022)
tense	term	-	Tense
tenses	term	-	Tenses
term	form	NOUN_SG	term
term	reject_advice	VERB	the verb sense (formal — "to term something X", meaning to call it that) is not enabled; angloform allows one sense per word
terms	form	NOUN_PL	term
test	form	NOUN_SG	test
test	reject	VERB	check
testable	form	ADJ_LONG	testable
tests	form	NOUN_PL	test
text	form	NOUN_SG	text
texts	form	NOUN_PL	text
than	form	THAN	than
that	ban	-	"that" has 3 senses - as a pointer, repeat the noun you mean (ADR 0002); as a complementizer (shows that <fact>), state the fact in its own sentence: "the report shows the result"; as a relative (the file that fails), split: "the file fails. the file …" (ADR 0010)
the	form	DET	the
their	ban	-	third-person reference is banned - repeat the noun you mean (ADR 0002)
them	ban	-	third-person reference is banned - repeat the noun you mean (ADR 0002)
then	form	THEN	then
therefore	ban	-	for a cause and its result write "<cause>, so <result>"; for a result and its reason write "<result>, because <reason>" (ADR 0026)
these	ban	-	third-person reference is banned - repeat the noun you mean (ADR 0002)
they	ban	-	third-person reference is banned - repeat the noun you mean (ADR 0002)
thing	form	NOUN_SG	thing
things	form	NOUN_PL	thing
third	form	ORD	third
this	ban	-	third-person reference is banned - repeat the noun you mean (ADR 0002)
those	ban	-	third-person reference is banned - repeat the noun you mean (ADR 0002)
thought	form	NOUN_SG	thought
thought	reject_advice	VERB	"thought" is independently attested as a rare verb form ("to thought"), though the base verb "think" is not enabled; not enabled here either — "thought" is a bare noun in this pack
thoughts	form	NOUN_PL	thought
thousand	form	SCALE	thousand
three	ban	-	counts are digits: write "3 files", not "three files" (ADR 0022)
thursday	form	NOUN_SG	thursday
thursdays	form	NOUN_PL	thursday
thus	ban	-	for a cause and its result write "<cause>, so <result>"; for a result and its reason write "<result>, because <reason>" (ADR 0026)
tie	form	VERB_INTRANS_BASE	tie
tie	reject_advice	NOUN	a thing, which joins things
tied	form	VERB_INTRANS_ED	tie
ties	form	VERB_INTRANS_3SG	tie
time	form	NOUN_SG	time
time	reject_advice	VERB	the verb sense ("to time an event") is not enabled; angloform allows one sense per word
times	form	NOUN_PL	time
title	form	NOUN_SG	title
title	reject_advice	VERB	the verb sense ("to title a book") is not enabled; angloform allows one sense per word
titles	form	NOUN_PL	title
to	form	PREP_V	to
token	form	NOUN_SG	token
token	reject_advice	ADJ	the adjective sense ("a token gesture") is not enabled; angloform allows one sense per word
token	reject_advice	VERB	the verb sense (archaic — to signify or portend) is not enabled; angloform allows one sense per word
tokens	form	NOUN_PL	token
told	form	VERB_TRANS_ED	tell
tolerate	form	VERB_TRANS_BASE	tolerate
tolerated	form	VERB_TRANS_ED	tolerate
tolerates	form	VERB_TRANS_3SG	tolerate
tolerating	form	VERB_TRANS_ING	tolerate
took	form	VERB_TRANS_ED	take
tool	form	NOUN_SG	tool
tool	reject_advice	VERB	the verb sense ("to tool around") is not enabled; irrelevant to this domain
tools	form	NOUN_PL	tool
touch	form	VERB_TRANS_BASE	touch
touch	reject_advice	NOUN	the noun sense ("a personal touch"; rugby "touch") is not enabled; angloform allows one sense per word
touched	form	VERB_TRANS_ED	touch
touches	form	VERB_TRANS_3SG	touch
touching	form	VERB_TRANS_ING	touch
toxic	form	ADJ_LONG	toxic
trade	form	VERB_TRANS_BASE	trade
trade	reject_advice	NOUN	the noun sense (a trade, e.g. an occupation) is not enabled; angloform allows one sense per word
traded	form	VERB_TRANS_ED	trade
trades	form	VERB_TRANS_3SG	trade
trading	form	VERB_TRANS_ING	trade
tradition	form	NOUN_SG	tradition
traditions	form	NOUN_PL	tradition
transaction	form	NOUN_SG	transaction
transactions	form	NOUN_PL	transaction
transition	form	NOUN_SG	transition
transition	reject_advice	VERB	the verb sense ("to transition to a new role") is not enabled; angloform allows one sense per word
transitions	form	NOUN_PL	transition
transitive	form	ADJ_LONG	transitive
transitive	reject_advice	NOUN	the reference data attests a noun use of "transitive"; no common meaning could be confirmed — not enabled
translation	form	NOUN_SG	translation
translation pair	term	-	Translation Pair
translation pairs	term	-	Translation Pairs
translations	form	NOUN_PL	translation
transparencies	form	NOUN_PL	transparency
transparency	form	NOUN_SG	transparency
transparent	form	ADJ_LONG	transparent
treadmill	form	NOUN_SG	treadmill
treadmills	form	NOUN_PL	treadmill
tree	form	NOUN_SG	tree
tree	reject_advice	VERB	the verb sense ("the dog treed the raccoon", meaning chased up a tree) is not enabled; angloform allows one sense per word
trees	form	NOUN_PL	tree
trust	form	VERB_TRANS_BASE	trust
trust	reject_advice	NOUN	the noun sense (a trust, financial or legal) is not enabled; angloform allows one sense per word
trusted	form	VERB_TRANS_ED	trust
trusting	form	VERB_TRANS_ING	trust
trusts	form	VERB_TRANS_3SG	trust
truth	form	NOUN_SG	truth
truths	form	NOUN_PL	truth
tuesday	form	NOUN_SG	tuesday
tuesdays	form	NOUN_PL	tuesday
turn	form	VERB_TRANS_BASE	turn
turn	reject_advice	NOUN	the noun sense (a turn) is not enabled; angloform allows one sense per word
turned	form	VERB_TRANS_ED	turn
turning	form	VERB_TRANS_ING	turn
turns	form	VERB_TRANS_3SG	turn
twin	form	NOUN_SG	twin
twin	reject_advice	ADJ	the adjective sense ("twin beds", "twin sister") is not enabled; angloform allows one sense per word
twin	reject_advice	VERB	the verb sense ("the city is twinned with another") is not enabled; angloform allows one sense per word
twins	form	NOUN_PL	twin
two	ban	-	counts are digits: write "3 files", not "three files" (ADR 0022)
tying	form	VERB_INTRANS_ING	tie
typo	form	NOUN_SG	typo
typos	form	NOUN_PL	typo
unambiguous	form	ADJ_LONG	unambiguous
unavailable	form	ADJ_LONG	unavailable
unblock	form	VERB_TRANS_BASE	unblock
unblocked	form	VERB_TRANS_ED	unblock
unblocking	form	VERB_TRANS_ING	unblock
unblocks	form	VERB_TRANS_3SG	unblock
underrate	form	VERB_TRANS_BASE	underrate
underrated	form	VERB_TRANS_ED	underrate
underrates	form	VERB_TRANS_3SG	underrate
underrating	form	VERB_TRANS_ING	underrate
unfamiliar	form	ADJ_LONG	unfamiliar
unfold	form	VERB_TRANS_BASE	unfold
unfolded	form	VERB_TRANS_ED	unfold
unfolding	form	VERB_TRANS_ING	unfold
unfolds	form	VERB_TRANS_3SG	unfold
unit	form	NOUN_SG	unit
units	form	NOUN_PL	unit
unknown	form	ADJ_LONG	unknown
unknown	reject_advice	NOUN	the noun sense (an unknown, e.g. in mathematics, or "the unknown") is not enabled; angloform allows one sense per word
unlikely	ban	-	epistemic hedges are banned - state the claim directly, or name the source and let the reader judge it (ADR 0042)
unnatural	form	ADJ_LONG	unnatural
unoriginal	form	ADJ_LONG	unoriginal
unpleasant	form	ADJ_LONG	unpleasant
unquoted	form	ADJ_LONG	unquoted
unreadable	form	ADJ_LONG	unreadable
until	form	PREP_V	until
unused	form	ADJ_LONG	unused
up	form	VERB_TRANS_BASE	up
up	reject_gap	ADJ	no already-enabled word covers this sense yet
up	reject_gap	ADV	no already-enabled word covers this sense yet
up	reject_gap	NOUN	no already-enabled word covers this sense yet
update	form	VERB_TRANS_BASE	update
update	reject_advice	NOUN	a thing, which gives the information
updated	form	VERB_TRANS_ED	update
updates	form	VERB_TRANS_3SG	update
updating	form	VERB_TRANS_ING	update
upload	form	VERB_TRANS_BASE	upload
uploaded	form	VERB_TRANS_ED	upload
uploading	form	VERB_TRANS_ING	upload
uploads	form	VERB_TRANS_3SG	upload
upped	form	VERB_TRANS_ED	up
upping	form	VERB_TRANS_ING	up
ups	form	VERB_TRANS_3SG	up
us	ban	-	name the group - "the maintainers", "the team" - or use an imperative; "we" hides who acts (ADR 0020)
usage	form	NOUN_SG	usage
usages	form	NOUN_PL	usage
use	form	VERB_TRANS_BASE	use
use	reject	NOUN	usage
used	form	VERB_TRANS_ED	use
useless	form	ADJ_LONG	useless
user	form	NOUN_SG	user
users	form	NOUN_PL	user
uses	form	VERB_TRANS_3SG	use
using	form	VERB_TRANS_ING	use
valid	form	ADJ_LONG	valid
validate	form	VERB_TRANS_BASE	validate
validated	form	VERB_TRANS_ED	validate
validates	form	VERB_TRANS_3SG	validate
validating	form	VERB_TRANS_ING	validate
validator	form	NOUN_SG	validator
validators	form	NOUN_PL	validator
value	form	NOUN_SG	value
value	reject_advice	VERB	the verb sense ("to value something") is not enabled; angloform allows one sense per word
values	form	NOUN_PL	value
verb	form	NOUN_SG	verb
verb preposition	term	-	Verb Preposition
verb prepositions	term	-	Verb Prepositions
verbose	form	ADJ_LONG	verbose
verbs	form	NOUN_PL	verb
verified	form	VERB_TRANS_ED	verify
verifies	form	VERB_TRANS_3SG	verify
verify	form	VERB_TRANS_BASE	verify
verifying	form	VERB_TRANS_ING	verify
version	form	NOUN_SG	version
versions	form	NOUN_PL	version
violate	form	VERB_TRANS_BASE	violate
